class_id,module,activity,title,programmes,n_programmes,year_level,size_estimate,size_basis,current_day,current_start,current_end,duration_min,current_room,current_room_type,current_room_capacity,n_current_rooms,is_multi_room,weeks,n_weeks,is_teaching,is_block_teaching,recommend_offsite,linked_group,group_order,n_candidate_rooms,candidate_rooms,n_cannot_share_time,cannot_share_time_modules,cannot_share_day_modules
275,NUS615,LEC,NUS615/S2/Lec/wk7*,BSc Hons Health and Wellbeing PT (8341) Y2; BSc Hons Health and Wellbeing PT (8341) Y1; BSc Hons Health and Wellbeing FT (8284) Y3; BSc Hons Health and Wellbeing PT (8341) Y5; BSc Hons Health and Wellbeing PT (8341) Y4; BSc Hons Health and Wellbeing PT (8341) Y3,6,6,14,room_capacity_proxy,Tue,09:15,17:15,480,BC-03-121 (14),general,14,5,1,"1,3,5,7,9,13",6,1,1,0,,,56,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BA-04-025_AHSS(15); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-121 (14); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BC-LG-305 (16); BD-00-003 (18); BD-00-003A (18); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),3,NUR897; NUS618; NUS619,
276,BME802,LEC,BME802/S2/LEC2,MSc Biomedical Engineering FT (8298) Y1; MSc BioMedEng (AICC) Skills PT (8794) Y1; MSc BiomedEng (AICC) Skills FT (8884) Y1; MSc Biomed Eng ApplResearch FT (8153) Y1; MSc Electronic Engineering PT (9048) Y1; MSc Electronic Engineering FT (9047) Y1; MSc Electronic Engineering PT (9048) Y2; MSc Biomedical Engineering PT (8581) Y1; PG Cert BioMedEngAICCSkills PT (8793) Y1; PG Cert BiomEng AICC Skills FT (8885) Y1; PG Cert BiomedEng SKILLS PT (8556) Y1,11,8,20,room_capacity_proxy,Fri,12:15,15:15,180,BA-03-021 (20),general,20,1,0,"7,8,9,12,13,14",6,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),5,BME802; EEE841; MEC832; MEC862; MEC868,EEE841; MEC832; MEC862; MEC868
277,,BK,260323/BK/C McGuckin,,0,?,20,room_capacity_proxy,Mon,13:15,16:15,180,BA-03-021 (20),general,20,1,0,9,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
278,BMG742,LEC,BMG742/S2/LEC/SEM GRP B,MSc Business Improvement PT (8486) Y2; MSc Business Improvment HSC PT (8487) Y2,2,7,28,room_capacity_proxy,Tue,09:15,17:15,480,BC-03-122 (28),general,28,2,1,9,1,0,1,0,,,39,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-104 (28); BC-03-104A (36); BC-03-115. (90); BC-03-115A (90); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-104 / 104A (150); BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,BMG739; BMG742,
279,,BK,260413/BK/K Coyle,,0,?,20,room_capacity_proxy,Mon,11:15,12:15,60,BA-03-021 (20),general,20,1,0,12,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
280,,BK,260427/BK/Y Gao,,0,?,90,room_capacity_proxy,Mon,10:15,16:15,360,BC-03-115A (90),general,90,3,1,14,1,0,1,0,,,7,BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-115. (90); BC-03-115A (90); BC-08-104 / 104A (150); BD-01-006 (100); BD-01-014 (160),0,,
281,,BK,260501/BK/Sociology meeting contact Claire McGuickin,,0,?,20,room_capacity_proxy,Fri,10:15,12:15,120,BA-03-021 (20),general,20,1,0,14,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
282,,BK,260511/bk/AV Refresh 9609,,0,?,20,room_capacity_proxy,Mon,09:15,17:15,480,BA-03-023 (20),general,20,3,1,15,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
283,,BK,260511/bk/AV Refresh 9609,,0,?,20,room_capacity_proxy,Tue,09:15,17:15,480,BA-03-023 (20),general,20,3,1,15,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
284,,BK,260511/bk/AV Refresh 9609,,0,?,20,room_capacity_proxy,Wed,09:15,17:15,480,BA-03-023 (20),general,20,3,1,15,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
285,,BK,260511/BK/L Magennis,,0,?,20,room_capacity_proxy,Mon,09:15,20:15,660,BA-03-021 (20),general,20,1,0,16,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
286,,BK,260511/BK/L Magennis,,0,?,20,room_capacity_proxy,Tue,09:15,20:15,660,BA-03-021 (20),general,20,1,0,16,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
287,,BK,260511/BK/L Magennis,,0,?,20,room_capacity_proxy,Wed,09:15,20:15,660,BA-03-021 (20),general,20,1,0,16,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
288,,BK,260511/BK/L Magennis,,0,?,20,room_capacity_proxy,Thu,09:15,20:15,660,BA-03-021 (20),general,20,1,0,16,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
289,,BK,260511/BK/L Magennis,,0,?,20,room_capacity_proxy,Fri,09:15,20:15,660,BA-03-021 (20),general,20,1,0,16,1,0,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
290,DES527,LEC,DES527/S2/Lec*,BA Hons Product Design FT (7896) Y3; BDes Hons ProdCerSilvandJewel FT (8919) Y3; BA Hons Product Design PT (7897) Y6,3,5,20,room_capacity_proxy,Mon,13:15,15:15,120,BA-03-022 (20),general,20,1,0,"1,2,3,4,5,6,7,8,9,12,13,14",12,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),1,DES529,DES529
291,NUS745,LEC,NUS745/NUS598/S2/Lec JOINT*,PG Cert General Pract Nurs PT (8629) Y1,1,7,20,room_capacity_proxy,Tue,09:15,16:15,420,BA-03-022 (20),specialist,20,2,0,"1,2,7,9,12",5,1,1,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),2,NUR775; NUS762,
292,,BK,260129/BK/D Morrow,,0,?,20,room_capacity_proxy,Thu,10:15,13:15,180,BA-03-022 (20),general,20,1,0,1,1,0,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
293,ECO333,LEC,ECO333/02/LEC/SEM*,,0,3,20,room_capacity_proxy,Mon,10:15,13:15,180,BA-03-022 (20),general,20,1,0,"2,4,5,6,7,9,12,13",8,1,0,0,,,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),0,,
294,MEC120,TUT,MEC120/S2/TUT,MEng Engineering Mngt FT (8268) Y1; BEng Hons Eng. Mngt FT (8276) Y1; Incoming Exch Stds CEBE FT (6253) Y1,3,1,20,room_capacity_proxy,Mon,15:15,17:15,120,BA-03-022 (20),general,20,1,0,"2,3,4,5,6,7,8,9,12,13,14",11,1,0,0,MEC120@Mon,2,51,BA-00-008 (35); BA-00-021 (50); BA-00-022 (40); BA-00-035 (50); BA-03-019 (36); BA-03-021 (20); BA-03-022 (20); BA-03-023 (20); BB-05-006(21); BB-06-004(20); BC-00-306 (50); BC-00-307 (96) (Lecture Theatre 3); BC-02-308 (158); BC-03-102 (66); BC-03-103 (24); BC-03-104 (28); BC-03-104A (36); BC-03-109 (26); BC-03-111 (24); BC-03-115. (90); BC-03-115A (90); BC-03-120 (20); BC-03-122 (28); BC-03-123. (60); BC-03-123A (70); BC-03-125 (72); BC-03-202 (24); BC-03-203 (48); BC-03-206 (60); BC-03-206A (70); BC-03-213 (64); BC-05-209 (43); BC-05-302 (48); BC-05-303 (33); BC-07-313 (50) MOOT COURT; BC-08-101 (20) **Bloomberg; BC-08-104 / 104A (150); BC-11-201 (24) - Room Accessed via Lifts in Core B; BD-00-011 (60); BD-00-011A (60); BD-01-006 (100); BD-01-014 (160); BD-01-016 (56); BD-01-018 (48); BD-01-023 (36); BD-02-008 (58) (Orpheus); BD-02-009 (58) (Metropole); BD-02-033 (68); BD-02-036 (48); BD-03-002 (56); BD-03-006 (54),22,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC116; MEC120; MEC862,ARC119; ARC120; BEN131; BEN133; BEN134; BEN136; BEN137; BEN138; BEN141; BME104; COM102; COM109; COM117; COM133; COM155; COM163; COM188; DES135; MEC114; MEC116
